sentence,source,target,relation
"The wild-cat was glaring fiercely down upon the dog as if endeavoring to look him out of countenance; and Brave, seated on his haunches, with his head turned on one side, and his tongue hanging out of the side of his mouth, was steadily returning the gaze.",one,,['glaring']
 The person wipe the blanket on the shoe.,person,shoe,['wipe']
 The man then cuts and juices four more fruit.,man,more,['cuts']
 More fencing scenes while a girl and boy argue on the sideline.,More,fencing,['scenes']
" The man creates a giant omelette, finally flipping it onto a plate and handing it to a patron.",man,finally,['creates']
 Several credits are shown on a black screen.,Several,,"['shown', 'on']"
"""You don't mean to say you ain't going to be supported?""",you,,['mean']
A female news woman is talking to the camera in a news room.,female,news,"['talking', 'to']"
"Young as they were, they went to the theatre--to the op'ra house, which never housed opera.",op'ra,which,"['went', 'to']"
"She snatched the waist and shook it out, and her face was beaming.",face,it,['snatched']
"'Oh, Auntie, so am I--so am I,' cried Amabel, and the two began to hug each other on the ivory step, while the crowd cheered like mad, and the band struck up that well-known air, 'If you only understood!'",known,,['cried']
"She could have kissed the doctor's hand for his good tidings, and a wave of happiness rippled through her.",good,,['kissed']
"""M's'u' Bill drinks no whisky""--the dream of her life had been realized, but in the realization she had been beaten--all her hopes and prayers, the long, bitter hours of her soul-anguish, which burned and gnawed beneath the stoicism and apathy her environment demanded, had gone for naught, and she, who had borne the brunt of the long battle, was brushed aside and forgotten.",who,long,['drinks']
A woman is seen speaking to the camera and leads into her cutting a person's hair.,woman,hair,['seen']
"How far, how long they were falling, whither the awful journey was carrying them, these things passed from him utterly.",things,him,"['passed', 'from']"
"The horror ceased at last, and later we heard the door unlock and a man's foot upon the landing above.",door,landing,['ceased']
"And as its great wings swayed, it glistened like a light, in the dark forest.",it,dark,"['glistened', 'like']"
"""Asses!"" Edwin exploded within himself.",Edwin,himself,"['exploded', 'within']"
The surgeon said it won't hurt me any to ride with the boys when you pull out.,when,,['said']
The door closed between us --she was gone.,--she,us,"['closed', 'between']"
"The person then takes one slice,spreads the butter over it and puts two slices of cheese on it and adds the other slice on top of it.",person,other,['takes']
"Others fed the pet animals, and did chores about the barn with Franz.",Others,pet,['fed']
"The Cock then blew his horn, To let the neighbors know  This was Robin's wedding-day, And they might see the show.",wedding,they,['blew']
"Passepartout shook it, but with no perceptible effect; for neither shaking nor maledictions could prevail upon if to change its mind.",Passepartout,perceptible,['shook']
"His father very much incensed my revered uncle, and it is not right that any of his money should go to him or his heirs.",any,him,['incensed']
Two soccer teams play against each other in a field of sand in front of rows of empty bleachers in a soccer stadium.,Two,soccer,"['play', 'against']"
"It was like that with this Bassett and me; so much so that I have known occasions when for minutes at a stretch Bertram Wooster might have been observed fumbling with the tie, shuffling the feet, and behaving in all other respects in her presence like the complete dumb brick.",when,Bertram,"['was', 'like']"
 The second man imitates the first man.,second,,['imitates']
A young black female then begins to talk standing on a ramp holding up a large blue tube.,black,,['begins']
 The man on stage plays lit in a red light.,man,red,"['lit', 'in']"
"At the rock wall beyond, she pulled up sharply and stared at the jagged crevice that bisected it from top to bottom.",jagged,,['pulled']
"Alfred sat motionless on a dog-mound, his rifle across his lap.",Alfred,motionless,"['sat', 'motionless']"
We see two bright intro screens.,We,bright,['see']
"Rick pulled a flashlight from his pocket and pointed it at the odometer, counting off the tenths of a mile as he headed toward the town.",he,town,['pulled']
 Water splashes into the inflated boat.,,inflated,"['splashes', 'into']"
"As she continues talking,her saddle is shown and she begins talking about the specifics of it.",she,it,['shown']
 man do the shot and enters a ball and keep playing doing shots in the table.,man,table,['do']
""" ""What name shall I put to it?"" asked the editor.",I,editor,['asked']
"Up and down the rear of the lacerated Fifth Waldron rode thrice, spurring his plunging and wounded horse close to the yelling and fighting file-closers, and shouting in a piercing voice encouragement to his men.",,piercing,['rode']
And so ended in laughter and kisses their little foolish comedy of love.,,foolish,"['ended', 'in']"
 The band then begins playing with one another in the circle.,band,then,['begins']
"Her black hair, parted in the middle, was bound back tightly over her head and confined by a net.",black,,['bound']
"Alexandra Raisman from Massachusetts is seen wearing purple leotards, getting ready to do gymnastics on the horse bar.",Alexandra,Raisman,['seen']
"The upper storeys of the Council House seemed deserted, not a human being was visible.",human,Council,"['was', 'visible']"
"""And a job in time, too,"" said Johnny Sims, indicating the creaking and tottering jam.",too,Johnny,['said']
"Had not Yulia Sergeyevna been to his sister Nina's, and then brought him here to tell him that she would accept him?",here,,"['been', 'to']"
"For this was no Western prairie country, but one of the oldest settled and most prosperous sections of a great state that had been one of the original thirteen to be represented by a star on our national banner.",great,,['was']
A man is sitting on the stairs playing a harmonica.,man,harmonica,"['sitting', 'on']"
"She was weeping tender, copious, blessed tears by this time, but there were smiles behind them.",She,blessed,"['weeping', 'tender']"
"Remarks have been passed about my tummy which it is impossible to overlook.""",it,tummy,"['passed', 'about']"
 He drums faster as he looks away and then stops to adjust a few drums.,faster,,['drums']
" Kelly Slater is featured on a successful run, followed by more clips riding the waves.",Kelly,Slater,"['featured', 'on']"
The sheriff edged his horse away so that he could obtain a good view of Lady Jezebel.,away,,['edged']
"I paid for it, and left.",I,it,"['paid', 'for']"
A man welds a section of a steel beam in a workshop.,man,steel,['welds']
"Even the horse seemed to find new energy, and when it lagged Mr. Clifford dug the point of his hunting knife into its flank.",Mr.,Clifford,['seemed']
"Elnora stared piteously at Margaret, then at Wesley, and arose in white-faced bewilderment.",Elnora,faced,['stared']
 He picks up the liquor bottles that he will be using for the drinks.,liquor,he,['picks']
