sentence,source,target,relation
A child dressed as a ninja is jumping through the air under a large tree.,child,large,"['jumping', 'through']"
Please dont appeal to my Sentimental side.,,Sentimental,"['appeal', 'to']"
A thing to jar the most phlegmatic.,,most,['thing']
Would she go with me.,she,me,"['go', 'with']"
Allen surprisingly ran Conner down from behind short of the end zone.,Allen,short,['ran']
An untreated condition could become chronic.,untreated,,"['become', 'chronic']"
Western stereotypes appear in works of Indian Chinese and Japanese art of those times.,Western,,"['appear', 'in']"
Isnt it a beauty.,it,,['Is']
Whyd he put us in his skit.,Why,,['put']
She got a drawing pad and began dedicating a few days a week to sketching her surroundings.,She,week,['got']
Lighter snowfalls in spring summer and autumn are also common.,Lighter,,['are']
Find the schedule for Project Shadowchaser II at the cinema in eighteen hours.,,eighteen,['Find']
A fluffy brown dog jumping with a ball in his mouth.,,brown,['dog']
Tanners Day Off where she briefly appeared as Stacey Q.,where,Tanners,['Off']
A group of shoppers line the street of a commercial district beside a mountain.,group,commercial,['line']
Mexican mariachi band with the guitarist up front.,,Mexican,"['band', 'with']"
Smith was involved in local politics throughout his adult life.,Smith,local,"['involved', 'in', 'local']"
Book a reservation for 10 people for highly rated fast food nearby Bristol Bay Borough.,,fast,['Book']
And he knew what was the fair price for every one of his animals.,fair,,['knew']
Play the man who sold the world from Steve Swell.,who,Steve,['Play']
Political unity came late to the Lau Islands.,Political,,['came']
The rarest spice comes from the far East.,rarest,,"['comes', 'from']"
The name of the city is of Kazakh origin literally meaning a smokyblue mountain.,name,literally,"['is', 'of', 'Kazakh']"
It also runs a weekend bus service to Cronulla.,It,also,['runs']
two people are waiting for a train at a station.,two,,"['waiting', 'for']"
Measuring cups may be made of plastic glass or metal.,Measuring,plastic,"['made', 'of', 'plastic']"
The hydroelectric power station generated electricity.,hydroelectric,power,['generated']
There is something grotesque in it.,,grotesque,['is']
It originated from Mithila region which is now divided between India and Nepal.,Mithila,which,"['originated', 'from']"
Dusk was falling as the boy arrived with his herd at an abandoned church.,boy,abandoned,['falling']
They also name and track Antarctic icebergs if greater than on its longest axis.,They,longest,['name']
A native of Bergen Vikernes spent part of his childhood in Iraq.,native,Bergen,['spent']
The Vikings went to Vinland but where did the real settlers land.,real,,"['went', 'to']"
The suspension bridge was swinging in the gale.,suspension,bridge,"['swinging', 'in']"
A young girl sliding downhill in an orange sled.,,downhill,['girl']
He jumped up and turned quickly to face the imagined terror screaming Get back.,He,imagined,['jumped']
A golfer wearing a striped red polo shirt and white pants watches his drive after swinging.,golfer,white,['watches']
The genus Deinopis is the best known in this family.,Deinopis,best,['is']
Go before me and show me all those dreadful places.,,dreadful,"['Go', 'before']"
A portion of the rail bed is covered by a local ballpark near Chickamauga.,portion,local,"['covered', 'by']"
At the age of seven he moved with his family to London England.,he,London,"['moved', 'with']"
have trusted more in your love for Fatima.,,more,['trusted']
Please find me the Magic Hour saga.,,Magic,['find']
He was the fifth child in a family of three sons and three daughters.,He,three,['was']
A man lays on the bench to which a white dog is also tied.,white,,"['lays', 'on']"
Skateboarder doing a trick at a skate park.,Skateboarder,skate,['doing']
On radio he appeared in programs with his longtime partner Ray Goulding.,he,longtime,"['appeared', 'in']"
Consequently the Cowgate can be quite gloomy and dark in sections.,Consequently,,['be']
A guy grinding a rail in a park on his bike.,,bike,['guy']
Skip distance is greatest during the night when the ionosphere is the highest.,when,,"['is', 'greatest']"
The areas mineral springs attracted numerous doctors and selfstyled healers to the community.,areas,mineral,"['attracted', 'numerous']"
They were originally oil pressers and also oilmongers in the Mysore region of Karnataka.,They,also,['were']
It is underneath The Myer Centre and Queen Street Mall.,It,Myer,"['is', 'underneath']"
The problem does not arise in some theological models.,problem,theological,"['arise', 'in']"
At the start Piquet suffered with wheelspin on his slicks and was left behind.,Piquet,slicks,"['suffered', 'with']"
It includes Brunei Singapore East Malaysia Indonesia the Philippines and East Timor.,It,Singapore,['includes']
Force members try to get her to accept God.,her,God,['try']
The sticker was peeling from the item.,sticker,item,"['peeling', 'from']"
Youre going to hitch up with Gussie after all.,You,Gussie,['going']
It is also suitable for container gardening.,It,also,['is']
Furthermore it is also sensitive to changes in pH and temperature.,Furthermore,,['is']
A woman with a black bag is smoking a cigarette.,woman,black,['smoking']
This is important due to concerns regarding supplementarity.,This,supplementarity,"['is', 'important']"
Autti is the first nonAmerican to win the event.,Autti,first,['is']
His fluent tenderness and romantic zest have been the secrets of his extreme popularity.,tenderness,,['been']
Disregard my last statement.,,last,['Disregard']
She is the creator of Hermaphrodites Speak.,She,Hermaphrodites,['is']
Raymond Dart proposed the idea of dual evolutionary origins of the neocortex.,Raymond,Dart,['proposed']
A man is playing a guitar and two women in short white dresses are standing beside him.,man,white,['playing']
After his fellowship ended he had a private practice on Long Island.,he,private,['had']
Perhaps nothingthats just what theyre doing.,just,,['nothingthats']
They are going to defer taking a decision until the next meeting.,They,next,['going']
It is also required that X and Y are statistically independent of each other.,also,,['required']
a newly married couple enjoying a picture taken by a tree after their ceremony.,,married,['couple']
That’s a good long way.,That,,['’s']
“Oh for God’s sake stop jawing” I cried.,sake,I,['cried']
A woman in pink and a man wearing an apron watch a food covered grill.,woman,food,['watch']
The bonnet crumpled during the crash.,bonnet,crash,"['crumpled', 'during']"
Chilling in this context normally implies an undesirable slowing.,Chilling,undesirable,['implies']
want to eat at a tea house for five.,,tea,['want']
His patrons were the Medicis especially Lorenzo Medici who sent Pulci on diplomatic missions.,especially,Lorenzo,['were']
A child is looking through a pretend telescope on playground equipment in front of a blue sky.,child,blue,"['looking', 'through']"
It represents one of the earliest known human remains in Norway.,It,human,['represents']
Roosevelt is also a prominent conservationist.,Roosevelt,,['is']
French driver Didier Pironi took his first points in Formula One finishing sixth.,French,driver,['took']
Born in The Hague Laanens father Theo was also a noted trombonist.,,Laanens,['was']
Chenla is first mentioned in the Chinese Sui dynastys history as a Funan vassal.,Chenla,first,"['mentioned', 'in']"
Her career has spanned theatre and stage for nearly two decades.,career,two,['spanned']
It is an Italian form of Charles.,It,Italian,['is']
He stated Im closer to Buñuel.,I,Buñuel,['stated']
A small lake Burgseeli is located between the two villages.,small,lake,"['located', 'between']"
He holds a masters degree in administration from Rider University.,He,Rider,['holds']
Ice skater taking a hit by another player.,,Ice,['skater']
Theyre not my children.,They,,['re']
It is named for Lew R Sarett father of Lewis Hastings Sarett.,It,Lewis,"['named', 'for']"
Later vacuum tubes were used.,Later,vacuum,['used']
I will be at the triathlon.,I,triathlon,"['be', 'at']"
She has also played in the series Lets Stay Together.,She,also,"['played', 'in']"
Im the one to stop banks running drugs into Canada from the Cayman Islands.,banks,Cayman,['m']
Yerba buena tea leaf were used medicinally.,buena,tea,['used']
We showed up and gave 3 minute speeches each.,We,3,['showed']
I know what its going to be like.,I,,['know']
Serious Arctic was also the most successful Serious series picking up five awards.,Serious,Arctic,['was']
He cowrote the song You and I for Will Young.,He,Will,['cowrote']
He was succeeded by his son Rodoald.,He,son,"['succeeded', 'by']"
Our conversation was intimate and he impressed me by his deep religious conviction.,he,religious,"['was', 'intimate']"
Why do they need gin.,Why,,['need']
Metformin is in the biguanide class.,Metformin,biguanide,"['is', 'in']"
The Kadavu archipelago sits on the earthquake belt and the cyclone path of Fiji.,Kadavu,archipelago,"['sits', 'on']"
The childs father is an Athosian named Kanaan.,childs,father,['is']
The pond shoreline is heavily developed with residences and seasonal camps.,pond,shoreline,"['developed', 'with']"
